manifest_key	artifact_group	path	exists	path_type	size_bytes	rows_keys_or_children
robustness_shuffle_seed_20260706_dir	robustness	results/method4_robustness_shuffle_20260706/analysis_20260705_045135	yes	dir	NA	3
robustness_shuffle_seed_20260706_summary_csv	robustness	results/method4_robustness_shuffle_20260706/analysis_20260705_045135/claim_d_high_recall_latency_summary.csv	yes	csv	1974	6
robustness_shuffle_summary_csv	robustness	results/method4_robustness_shuffle_20260705/analysis_20260705_030323/claim_d_high_recall_latency_summary.csv	yes	csv	2022	6
robustness_warmup_batches_csv	robustness	results/method4_robustness_warmup_20260705/analysis_20260705_044122/claim_d_high_recall_latency_batches.csv	yes	csv	25023	180
robustness_warmup_dir	robustness	results/method4_robustness_warmup_20260705/analysis_20260705_044122	yes	dir	NA	3
robustness_warmup_overlay_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_warmup_overlay.csv	yes	csv	3334	4
robustness_warmup_overlay_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_warmup_overlay_deltas.csv	yes	csv	3094	4
robustness_warmup_summary_csv	robustness	results/method4_robustness_warmup_20260705/analysis_20260705_044122/claim_d_high_recall_latency_summary.csv	yes	csv	2068	6
strict_ablation_live_collection_audit_20260709_post_multiassign_csv	strict	results/method4_claim_coverage_20260704/derived_claim_tables/strict_ablation_live_collection_audit_20260709_post_multiassign.csv	yes	csv	2425	5
strict_ablation_live_collection_audit_csv	strict	results/method4_claim_coverage_20260704/derived_claim_tables/strict_ablation_live_collection_audit_20260705.csv	yes	csv	3415	9
strict_multiassign_default_build_dir	strict_multiassign	results/method4_benchmark_matrix/method4_strict_multiassign_latency_rebuild_20260709/default_build_20260709_preload/20260709_105830	yes	dir	NA	5
strict_multiassign_default_latency_dir	strict_multiassign	results/method4_strict_ablation_multiassign_latency_20260709/default/analysis_20260709_110559	yes	dir	NA	3
strict_multiassign_latency_20260709_csv	strict_multiassign	results/method4_claim_coverage_20260704/derived_claim_tables/strict_multiassign_latency_20260709.csv	yes	csv	2899	3
strict_multiassign_latency_root_20260709	strict_multiassign	results/method4_strict_ablation_multiassign_latency_20260709	yes	dir	NA	3
strict_multiassign_rebuild_config_json	strict_multiassign	tools/benchmark_configs/method4_strict_multiassign_latency_rebuild_20260709.json	yes	json	2588	6
strict_multiassign_rebuild_root_20260709	strict_multiassign	results/method4_benchmark_matrix/method4_strict_multiassign_latency_rebuild_20260709	yes	dir	NA	5
strict_multiassign_single_build_dir	strict_multiassign	results/method4_benchmark_matrix/method4_strict_multiassign_latency_rebuild_20260709/single_build_20260709_preload/20260709_101308	yes	dir	NA	5
strict_multiassign_single_latency_dir	strict_multiassign	results/method4_strict_ablation_multiassign_latency_20260709/single/analysis_20260709_105604	yes	dir	NA	3
strict_multiassign_w2c2_build_dir	strict_multiassign	results/method4_benchmark_matrix/method4_strict_multiassign_latency_rebuild_20260709/w2c2_build_20260709_preload/20260709_110827	yes	dir	NA	5
strict_multiassign_w2c2_latency_dir	strict_multiassign	results/method4_strict_ablation_multiassign_latency_20260709/w2c2/analysis_20260709_111731	yes	dir	NA	3
unified_ablation_status_matrix_csv	unified	results/method4_claim_coverage_20260704/derived_claim_tables/unified_ablation_status_matrix.csv	yes	csv	8165	7
unified_ablation_status_script	unified	tools/method4_unified_ablation_status.py	yes	py	12619	NA
unincorporated_artifact_review_20260707_csv	unincorporated	results/method4_claim_coverage_20260704/derived_claim_tables/unincorporated_artifact_review_20260707.csv	yes	csv	7296	10
worker_count_live_deployment_audit_csv	worker_count	results/method4_claim_coverage_20260704/derived_claim_tables/worker_count_live_deployment_audit_20260705.csv	yes	csv	6938	13
worker_count_online_scaling_deltas_csv	worker_count	results/method4_claim_coverage_20260704/derived_claim_tables/worker_count_online_scaling_deltas_20260708.csv	yes	csv	8572	16
worker_count_online_scaling_docker_stats_csv	worker_count	results/method4_claim_coverage_20260704/derived_claim_tables/worker_count_docker_stats_summary_20260708.csv	yes	csv	3004	14
worker_count_online_scaling_manifest_json	worker_count	results/method4_claim_coverage_20260704/derived_claim_tables/worker_count_online_scaling_manifest_20260708.json	yes	json	5771	19
worker_count_online_scaling_raw_rows_csv	worker_count	results/method4_claim_coverage_20260704/derived_claim_tables/worker_count_online_scaling_raw_rows_20260708.csv	yes	csv	41577	48
worker_count_online_scaling_root	worker_count	results/method4_worker_count_online_scaling_20260708/	yes	dir	NA	5
worker_count_online_scaling_runner	worker_count	tools/method4_worker_count_online_scaling.py	yes	py	19150	NA
worker_count_online_scaling_summary_csv	worker_count	results/method4_claim_coverage_20260704/derived_claim_tables/worker_count_online_scaling_summary_20260708.csv	yes	csv	14775	16
worker_count_online_scaling_tests	worker_count	tests/tools/test_method4_worker_count_online_scaling.py	yes	py	3092	NA
excel_claim_support_workbook_xlsx	excel	docs/experiments/2026-07-09-method4-claim-support-excel-tables/method4_claim_support_excel_tables.xlsx	yes	xlsx	96353	NA
excel_claim_support_manifest_tsv	excel	docs/experiments/2026-07-09-method4-claim-support-excel-tables/manifest.tsv	yes	tsv	10984	42
excel_claim_support_source_caveat_provenance_tsv	excel	docs/experiments/2026-07-09-method4-claim-support-excel-tables/tsv/40_S-01_图表来源_边界_Provenance_自解释索引.tsv	yes	tsv	27590	34
excel_claim_support_raw_provenance_paths_tsv	excel	docs/experiments/2026-07-09-method4-claim-support-excel-tables/tsv/41_S-02_source_manifest_raw_provenance_路径清单.tsv	yes	tsv	93636	538
excel_claim_support_completion_audit_tsv	excel	docs/experiments/2026-07-09-method4-claim-support-excel-tables/tsv/42_S-03_2026-07-09_当前范围完成审计.tsv	yes	tsv	1967	6
final_evidence_document_integrity_audit_20260709_post_excel_selfcontained_csv	final	results/method4_claim_coverage_20260704/derived_claim_tables/final_evidence_document_integrity_audit_20260709_post_excel_selfcontained.csv	yes	csv	3486	9
